DATUM,STAVKE_NA_KOMIS_NALOGU
2021-05-24,4342
2021-05-25,354
2021-05-26,3090
2021-05-27,3772
2021-05-28,3014
2021-05-29,910
2021-05-31,3737
2021-06-01,376
2021-06-02,2297
2021-06-03,2695
2021-06-04,2532
2021-06-05,668
2021-06-07,3252
2021-06-08,319
2021-06-09,2864
2021-06-10,3260
2021-06-11,2869
2021-06-12,1310
2021-06-14,3775
2021-06-15,439
2021-06-16,3590
2021-06-17,3988
2021-06-18,2868
2021-06-19,768
2021-06-21,3851
2021-06-22,698
2021-06-23,3005
2021-06-24,3013
2021-06-25,2642
2021-06-26,806
2021-06-28,3624
2021-06-29,408
2021-06-30,2678
2021-07-01,2254
2021-07-02,2120
2021-07-03,619
2021-07-05,3156
2021-07-06,313
2021-07-07,2698
2021-07-08,3335
2021-07-09,2774
2021-07-10,605
2021-07-12,2879
2021-07-13,146
2021-07-14,2834
2021-07-15,3292
2021-07-16,2559
2021-07-17,1414
2021-07-19,4269
2021-07-20,344
2021-07-21,3182
2021-07-22,3364
2021-07-23,2855
2021-07-24,685
2021-07-26,3798
2021-07-27,460
2021-07-28,2786
2021-07-29,3264
2021-07-30,3001
2021-07-31,404
2021-08-02,3020
2021-08-03,363
2021-08-04,2276
2021-08-05,3053
2021-08-06,2797
2021-08-07,926
2021-08-09,4093
2021-08-10,375
2021-08-11,3108
2021-08-12,3438
2021-08-13,2730
2021-08-14,690
2021-08-16,4220
2021-08-17,399
2021-08-18,3404
2021-08-19,3850
2021-08-20,4094
2021-08-21,1440
2021-08-23,5042
2021-08-24,486
2021-08-25,3993
2021-08-26,4358
2021-08-27,3657
2021-08-28,736
2021-08-30,2897
2021-08-31,734
2021-09-01,2352
2021-09-02,3858
2021-09-03,3407
2021-09-04,1652
2021-09-06,4062
2021-09-07,919
2021-09-08,2533
2021-09-09,2604
2021-09-10,2348
2021-09-11,642
2021-09-13,3324
2021-09-14,411
2021-09-15,3463
2021-09-16,3796
2021-09-17,2450
2021-09-18,1289
2021-09-20,5742
2021-09-21,569
2021-09-22,3310
2021-09-23,3789
2021-09-24,3473
2021-09-25,750
2021-09-27,4812
2021-09-28,434
2021-09-29,3391
2021-09-30,2460
2021-10-01,1860
2021-10-02,1763
2021-10-04,4649
2021-10-05,489
2021-10-06,3491
2021-10-07,3383
2021-10-08,2909
2021-10-09,784
2021-10-11,4905
2021-10-12,424
2021-10-13,3765
2021-10-14,4071
2021-10-15,3044
2021-10-16,952
2021-10-18,3827
2021-10-19,449
2021-10-20,3277
2021-10-21,3923
2021-10-22,3075
2021-10-23,1131
2021-10-25,4621
2021-10-26,334
2021-10-27,3615
2021-10-28,3177
2021-10-29,3483
2021-10-30,1534
2021-11-01,3705
2021-11-02,355
2021-11-03,3004
2021-11-04,4427
2021-11-05,3218
2021-11-06,1046
2021-11-08,5075
2021-11-09,319
2021-11-10,3888
2021-11-11,4324
2021-11-12,3955
2021-11-13,1223
2021-11-15,4420
2021-11-16,433
2021-11-17,3412
2021-11-18,4263
2021-11-19,3837
2021-11-20,989
2021-11-21,6
2021-11-22,4526
2021-11-23,538
2021-11-24,3710
2021-11-25,4079
2021-11-26,3508
2021-11-27,1316
2021-11-29,4498
2021-11-30,493
2021-12-01,2876
2021-12-02,3380
2021-12-03,2657
2021-12-04,643
2021-12-06,4460
2021-12-07,498
2021-12-08,2976
2021-12-09,4076
2021-12-10,3180
2021-12-11,1799
2021-12-13,5773
2021-12-14,411
2021-12-15,4737
2021-12-16,4901
2021-12-17,3422
2021-12-18,1155
2021-12-20,6301
2021-12-21,546
2021-12-22,4256
2021-12-23,3908
2021-12-24,4622
2021-12-27,2915
2021-12-28,5190
2021-12-29,4587
2021-12-30,2963
2021-12-31,1378
2022-01-05,223
2022-01-06,1810
2022-01-07,10
2022-01-08,771
2022-01-10,2760
2022-01-11,470
2022-01-12,3183
2022-01-13,2745
2022-01-14,1885
2022-01-15,889
2022-01-17,2315
2022-01-18,419
2022-01-19,3876
2022-01-20,4292
2022-01-21,2600
2022-01-22,992
2022-01-24,5859
2022-01-25,480
2022-01-26,3292
2022-01-27,3477
2022-01-28,1873
2022-01-29,1775
2022-01-31,4318
2022-02-01,263
2022-02-02,3042
2022-02-03,3092
2022-02-04,2686
2022-02-05,545
2022-02-07,3934
2022-02-08,393
2022-02-09,3183
2022-02-10,3706
2022-02-11,3137
2022-02-12,1342
2022-02-14,5058
2022-02-15,30
2022-02-16,2968
2022-02-17,30
2022-02-18,4960
2022-02-19,996
2022-02-21,4334
2022-02-22,322
2022-02-23,3451
2022-02-24,3849
2022-02-25,3780
2022-02-26,1278
2022-02-28,5106
2022-03-01,539
2022-03-02,3281
2022-03-03,3184
2022-03-04,2164
2022-03-05,1420
2022-03-07,5591
2022-03-08,479
2022-03-09,2527
2022-03-10,1943
2022-03-11,2546
2022-03-12,2869
2022-03-14,3214
2022-03-15,1553
2022-03-16,2527
2022-03-17,2196
2022-03-18,2100
2022-03-19,2630
2022-03-21,3709
2022-03-22,2756
2022-03-23,2753
2022-03-24,3018
2022-03-25,2116
2022-03-26,2451
2022-03-28,3552
